Epoch	Train loss	Train acc.	Validation loss	Validation acc.
0	1.6506019830703735	0.3939748704433441	1.7047990560531616	0.33320534229278564
1	1.631887435913086	0.4035554528236389	1.6876637935638428	0.3385796546936035
2	1.6211128234863281	0.4130828082561493	1.6777805089950562	0.3431861698627472
3	1.6138179302215576	0.418565034866333	1.668837308883667	0.3500959575176239
4	1.5949634313583374	0.4388439357280731	1.6569499969482422	0.35719770193099976
5	1.592418909072876	0.4407068192958832	1.6573415994644165	0.35892510414123535
6	1.5868135690689087	0.4486374258995056	1.6552150249481201	0.36583492159843445
7	1.5806690454483032	0.4558228552341461	1.6528059244155884	0.36381953954696655
8	1.5707427263259888	0.47045987844467163	1.652523398399353	0.3676583170890808
9	1.5622752904891968	0.48030656576156616	1.6502587795257568	0.3783109188079834
10	1.5527961254119873	0.4906323254108429	1.6532264947891235	0.36660268902778625
11	1.5427815914154053	0.5018096566200256	1.651157021522522	0.3671784996986389
12	1.5331600904464722	0.5119757056236267	1.6539390087127686	0.36621880531311035
13	1.5191210508346558	0.5307643413543701	1.6509023904800415	0.372456818819046
14	1.5101138353347778	0.539652943611145	1.6511119604110718	0.3717850148677826
15	1.4967999458312988	0.5572173595428467	1.6479671001434326	0.38061419129371643
16	1.4878909587860107	0.564828634262085	1.6494756937026978	0.372552752494812
17	1.4754092693328857	0.5796253085136414	1.646632194519043	0.3738003671169281
18	1.4629113674163818	0.5926123261451721	1.6433780193328857	0.383877158164978
19	1.451123833656311	0.6052799820899963	1.6412274837493896	0.38512474298477173
20	1.4386155605316162	0.6177347302436829	1.6396957635879517	0.3918426036834717
21	1.4261146783828735	0.6314668655395508	1.6381222009658813	0.39491361379623413
22	1.4123940467834473	0.646742582321167	1.636391282081604	0.3928982615470886
23	1.4018248319625854	0.6598360538482666	1.6388814449310303	0.39443376660346985
24	1.390044093132019	0.6741005182266235	1.6378809213638306	0.3987523913383484
25	1.3784053325653076	0.6831488013267517	1.6357892751693726	0.4065259099006653
26	1.3681045770645142	0.6956567764282227	1.6300290822982788	0.406046062707901
27	1.357468605041504	0.7050777077674866	1.6266496181488037	0.4096928536891937
28	1.345833659172058	0.7181179523468018	1.6255064010620117	0.415834903717041
29	1.3364824056625366	0.7266340255737305	1.6240060329437256	0.4159308969974518
30	1.3241844177246094	0.7403662204742432	1.6227149963378906	0.4142034649848938
31	1.3144747018814087	0.7490419149398804	1.626376748085022	0.41765832901000977
32	1.3046809434890747	0.7596870064735413	1.6231443881988525	0.41804224252700806
33	1.2939181327819824	0.7710772752761841	1.6202380657196045	0.4270632863044739
34	1.2845553159713745	0.7787417769432068	1.6212742328643799	0.42130517959594727
35	1.2772647142410278	0.784330427646637	1.6233758926391602	0.42168909311294556
36	1.2664148807525635	0.7988077402114868	1.6232486963272095	0.43522071838378906
37	1.2613202333450317	0.8000319600105286	1.6202882528305054	0.4296545088291168
38	1.2498736381530762	0.812859296798706	1.6179555654525757	0.4333972930908203
39	1.2432467937469482	0.8225995302200317	1.6137502193450928	0.43406906723976135
40	1.235437035560608	0.828454315662384	1.6129916906356812	0.44337812066078186
41	1.2290648221969604	0.8357462286949158	1.6100695133209229	0.4470249116420746
42	1.2240043878555298	0.8410155177116394	1.6110942363739014	0.4460652470588684
43	1.2175291776657104	0.8495315909385681	1.6054985523223877	0.44904032349586487
44	1.2108625173568726	0.852884829044342	1.6021764278411865	0.4469289779663086
45	1.206207513809204	0.8574090003967285	1.6000959873199463	0.4513435363769531
46	1.1985654830932617	0.8653395771980286	1.6027377843856812	0.4428982734680176
47	1.1961840391159058	0.8672024607658386	1.5979788303375244	0.4586372375488281
48	1.189699649810791	0.8727911710739136	1.5957934856414795	0.4608445167541504
49	1.1871881484985352	0.873323380947113	1.5957467555999756	0.4555662274360657
50	1.1790735721588135	0.8838620185852051	1.5927058458328247	0.4587331712245941
51	1.1776111125946045	0.8835427165031433	1.5951340198516846	0.4598848223686218
52	1.1717853546142578	0.8883329629898071	1.5926415920257568	0.4677543044090271
53	1.1693413257598877	0.8908345699310303	1.5947787761688232	0.4693858027458191
54	1.1657593250274658	0.8950926065444946	1.5913605690002441	0.4648752212524414
55	1.159948468208313	0.9012667536735535	1.594844937324524	0.46919384598731995
56	1.1581709384918213	0.9011602997779846	1.5892465114593506	0.47168904542922974
57	1.1561304330825806	0.9030231833457947	1.5923080444335938	0.4656429886817932
58	1.1526477336883545	0.9065893292427063	1.590980887413025	0.4706333577632904
59	1.1499665975570679	0.9103683233261108	1.587350845336914	0.4631477892398834
60	1.146561622619629	0.9120715260505676	1.5892490148544312	0.4608445167541504
61	1.1422743797302246	0.9167553782463074	1.586445927619934	0.46602684259414673
62	1.1390544176101685	0.9187247157096863	1.586726188659668	0.4714011549949646
63	1.1373720169067383	0.9202150106430054	1.5875842571258545	0.47293663024902344
